URL,Page Content
https://www.smus.ca/support/advancement,"   Welcome to the Advancement Office at St. Michaels University School. Advancement has responsibility for: In addition we liaise closely with the Parents’ Auxiliary and the SMUS Alumni Association Boards and volunteers. Our over-arching objectives are to ensure that the SMUS community remains connected to the school and to each other, and that the long-term financial viability of the school is supported through philanthropy. The cost of delivering our exceptional educational programs is not fully covered by tuition alone, as is the case with almost all top tier independent schools. We rely on our community to help us continuously improve our resources and facilities to better support our students. As a registered not-for-profit entity, we are also able to issue charitable tax receipts for eligible gifts and donors, including those coming from the USA. Use our secure online form to make your donation. Thank you. We have a small team of specialists to assist you with any inquiries related to Advancement. We are always willing to connect with you. Please visit the contact page for individual contact information or to send us an inquiry. The Floreat Strategic Plan challenges us to many ambitious goals, not least of which is to offer the best education in Canada. It also highlights a focus on developing a broad culture of philanthropy through the support of our entire network of Board members, alumni, current parents, staff and faculty. In consultation with school leaders, coaches, faculty and the Board of Governors, we customize the Annual Fund priorities each year to support the school's current needs. This year we are raising money to alleviate financial barriers, to support creative pursuits, athletic excellence, academic programming and student support, and Junior School priorities. We hope you will choose to make a gift in an area that is meaningful to you.  Annual Fund Designed to support the school’s strategic plan, Floreat, the Journey for Life capital campaign builds upon a foundation of more than a century of progress to ensure that future generations of students flourish in an environment that provides them with a world-class education. Journey for Life Campaign SMUS is very fortunate to have permanently endowed funds expertly invested by our Vivat Foundation Board, providing a substantial annual income to the school. These funds primarily support Financial Aid for deserving students in need. Learn how you may support this future-focused method of giving back. Vivat Foundation Another very beneficial avenue of philanthropy that continues to have enormous impact on our school is our Legacy Circle program – a way for each of us to make a bequest to the school in our estate planning and wills. Reach out to Shara Campsall at shara.campsall@smus.ca for more information on how you may plan a gift in your lifetime, to be realized after death. Legacy Circle 
          Annual Fund
         
        Annual Fund 
       
        NEWS - February 2, 2024 
       
          Annual Fund
         
        Annual Fund 
       
        NEWS - February 1, 2024 
       
          Annual Fund
         
        Annual Fund 
       
        NEWS - February 1, 2024 
       
      St. Michaels University School is an independent day and boarding school of 1,000 students from Junior Kindergarten to Grade 12 in Victoria, BC, Canada.
     Main Reception 3400 Richmond Road Victoria, BC, Canada, V8P 4P5 
          © St. Michaels University School
          
            Website Feedback
          
 We are a proud member of:   "
https://email.smus.ca/,"JavaScript is required. This web browser does not support JavaScript or JavaScript in this web browser is not enabled. To find out if your web browser supports JavaScript or to enable JavaScript, see web browser help. Click here for SMUS Password Management page"
https://reach.smus.ca/,Please wait... Checking username and password... Click here or press escape to cancel  Welcome to Assisted Login A Staff Member at your school can generate a limited time login token from your contact profile. Please enter that token to log in. Please wait whilst we verify your token... Your assisted login token was verified successfully Your assisted login token failed to verify. Please try again!  
https://intranet.smus.ca/,
https://www.smus.ca/support/contact-advancement,"   From stewarding donors and alumni relations, to ensuring the behind-the-scenes work is done to manage your investments in SMUS, our team is deeply committed to ensuring every student has every opportunity to succeed at SMUS and in life.  We look forward to hearing from you.  Meet the Advancement team to learn about the work they do on behalf of the SMUS community and our students. Director of Advancement
250-370-6197 (office), 250-216-6460 (cell) Annual Fund Manager
250-370-6106 Advancement Associate - Alumni Relations
250-370-7508 Advancement Database and Campaign Administrator
250-370-6175 
      St. Michaels University School is an independent day and boarding school of 1,000 students from Junior Kindergarten to Grade 12 in Victoria, BC, Canada.
     Main Reception 3400 Richmond Road Victoria, BC, Canada, V8P 4P5 
          © St. Michaels University School
          
            Website Feedback
          
 We are a proud member of:   "
https://www.smus.ca/support/legacy-circle,"   A planned gift is a meaningful way to support SMUS, ensuring a lifetime of impact for our students. To learn, to lead, to serve is the Vision of St. Michaels University School. It is a commitment to teach and grow alongside our students, an opportunity to use what we learn to make a difference, and a promise to give back through philanthropy. We invite you to be a part of this shared legacy by making a gift of a lifetime to the students of St. Michaels University School. There are many kinds of planned gifts including, but not limited to, simple bequests in a will or trust, gifts in kind and gifts of RRSPs, TFSAs and insurance. As planned gifts may make use of legal and tax strategies, we recommend you speak with a lawyer, financial advisor and/or tax professional to discover which option is best suited to your unique needs. Learn more about the Legacy Circle and the impact you can have on future generations. A bequest is a gift made through a will or living trust. It is usually a set dollar amount or percentage of an estate that goes to a charitable organization after a donor’s passing. To include a bequest in your will, you will need to give the legal professional drafting your will the school's legal name, address and charitable business number. It is essential that this is correct: St. Michaels University School Society
3400 Richmond Road
Victoria, BC
Canada V8P 4P5 Charitable business number 1 0803 2988 RR0001 A gift of securities is a gift that can include publicly traded stocks, bonds and mutual funds. There may be tax advantages to you if you are considering this gift vehicle, either during your lifetime or after. You are best served if you contact SMUS before making such a gift. You may also include securities in a bequest. Please provide our stock delivery instructions form to your financial advisor. There are other vehicles that could be considered in your estate planning that may have beneficial tax advantages for donors. Again, we recommend in all cases that you discuss your financial decisions with your own lawyer, financial advisor and/or tax professional. If you choose to leave a gift to SMUS, we also ask that you let us know by downloading, completing and sending us our Legacy Circle membership form to inform us of your intentions. You will be honoured as a member of our Legacy Circle and be invited to special events at the school. 
    ""Community is extremely important. That is something the school can impart, and it did when I was there. I have a sense of belonging. I am supporting SMUS through my estate to pay forward the opportunity I was given.""
    — Nick Etheridge ’61  If you are considering a planned gift, we invite you to contact us to discuss your wishes: Shara Campsall
Director of Advancement
250-370-6197
shara.campsall@smus.ca 
      St. Michaels University School is an independent day and boarding school of 1,000 students from Junior Kindergarten to Grade 12 in Victoria, BC, Canada.
     Main Reception 3400 Richmond Road Victoria, BC, Canada, V8P 4P5 
          © St. Michaels University School
          
            Website Feedback
          
 We are a proud member of:   "
https://www.smus.ca/news/cultivating-collaboration,"   
              By
                  Susan Vachon
                 -
            June 11, 2021
     
      Tags:
     I will admit it: all throughout my schooling I thought I hated group work. Over the last few decades, I have now come to realize that I did not actually hate collaboration, I just was never taught how to work in a group. As a young adult, I did not intuitively have the skills to manage group work. Lacking the skills or language to collaborate effectively, I used some of my dominant personality traits, such as placing a high value on efficiency, and usually ended up doing most of the group work myself, all the while feeling an unproductive sense of martyrdom and resentment. In my mid-20s, I volunteered to help a friend, who was learning to facilitate workshops that helped people figure out their personality types. It was in this workshop that I started to identify the strengths of different personality types and learn the skills of effective group work. I also realized that what I saw as a personal strength – being highly efficient – also had the far less attractive shadow characteristic of being bossy and non-inclusive. Since this time I have been slowly and surely improving my collaboration skills and I purposely seek out the skills of diverse thinkers when I need to solve a problem. Thankfully, SMUS students do not have to wait until their mid-20s to begin to learn the important skill of collaboration. Collaboration, which is both a trait of our Portrait of a Learner and a key Ministry of Education core competency, encompasses a set of skills that are explicitly taught and nurtured at our school, both in classes and through community time like chapel. And though it is not always pretty or easy, our students are consistently being given the opportunity to practise and develop these skills. This year, on the Middle School final report card each student will write a reflection on their skills as a collaborator. At each grade level, students have been taught collaborative skills, assessed themselves against these skills and then practiced the skills on current curricular projects such as the Grade 6 Sustainable School Redesign, the Grade 7 world religions project and the Grade 7/8 standing white board math problem solving. The collaboration is not always without its pain points, and due to this year’s cohort system our students are spending a lot more time with the same people, which sometimes results in group friction. Despite the sometimes messy nature of having adolescents work together, there has definitely been an increased awareness of what good collaboration looks and sounds like, and a lot of examples of positive collaboration. Just last week, I observed a Grade 6 class that was in the process of giving feedback to each other on their collaboration skills. The students were generous in their praise of each other’s positive group work traits but the discussion got really interesting as they tried to respectfully state what was not going well. As teachers, we had to push students to be honest but once they got the hang of it, they seemed empowered to get what were perhaps some simmering resentments out in the open. I heard and read statements such as, “I wish you would share your ideas more instead of being distracted” or “Sometimes it seems like you think your ideas are better than mine and you only write down your ideas when it is supposed to be all of our ideas.” Or my favourite exchange, when one student asked what it meant to diplomatically disagree and another student answered by saying, “It’s when instead of saying ‘that’s stupid’ you say ‘can you tell me more?’.” I sure could have used that type of language during my university days. Nurturing the development of students who have the ability to respectfully collaborate and communicate with people of diverse backgrounds and opinions is a laudable goal. Though our students, like my younger self, may complain at the dinner table about some unsatisfactory collaboration that occurred that day, rest assured that they are being skillfully guided by their teachers to navigate these sometimes uncomfortable situations and are gaining the skills necessary for learning, leading, and serving in this complex global world. 
      Tags:
     
 
          Senior School
         
        Senior School 
       
        NEWS - June 13, 2024 
       
          Middle School
         
        Middle School 
       
        NEWS - June 6, 2024 
       
          Senior School
         
        Senior School 
       
        NEWS - May 28, 2024 
       
      St. Michaels University School is an independent day and boarding school of 1,000 students from Junior Kindergarten to Grade 12 in Victoria, BC, Canada.
     Main Reception 3400 Richmond Road Victoria, BC, Canada, V8P 4P5 
          © St. Michaels University School
          
            Website Feedback
          
 We are a proud member of:   "
https://www.smus.ca/camps/overnight/rugby,"   The all-boys Rugby Camp is for athletes who are ready to take their game to the next level! Our rugby camp has been designed to develop technical skills and rugby IQ. Our athletes will take part in daily controlled scrums, engage in video analysis sessions, and learn proper fitness training. The training sessions, both on and off the field, will pinpoint areas for improvement in your game and fitness. Each athlete will receive personalized feedback from our group of experience coaches. Join us for a week of rugby, and make lifelong friends along the way! There are also daily themes around off-field development, such as growth, awareness, innovation, and nurture, to further enhance and round out the skills learned on the field. Over the past two decades Rugby has been woven into the life of Scott Manning, the Head Coach the University of Victoria men’s rugby team.   While Scott has represented Canada on the U17 and U19 national teams, his real passion is in coaching and inspiring the next generation of young players and coaches. 
Join Scott Manning this summer at the SMUS Rugby Camp and ignite your passion for the game! Scott brings a wealth of experience to the field, having coached all levels from U16, varsity men, and senior club.  In every program he undertakes, his motivation is to guide student-athletes to become future of Canadian rugby.  He demonstrated his commitment to player development, during his previous tenure as Head Coach of the Castaway Wanderers premier men and the five years he assisted with Canada's U18 program. 
 
Scott currently teaches Teaching & Coaching Effectiveness at the University of Victoria in the Coaching Master's program and holds a World Rugby Level 2 certification. His coaching philosophy champions joy, care, integrity, and growth, ensuring players discover their full potential within and beyond the game.
 
""My goal is to help athletes and coaches bridge the gap between where they are, and where they want to be"" Scott says, ""and I want to make it really enjoyable along the way.""
 
Hailing from Edmonton, Alberta, Scott found his second home in B.C. when he moved to attend UVic and pursue rugby. Though injuries cut his playing career short, his competitive spirit and dedication to the sport led him to where he is today – a leading figure in Canadian rugby, empowering the next generation of champions. Dates: 2025 Dates TBD Ages: 13-17  Day Fee:  International Fee:  Domestic Fee:  Registration Status:
International: Closed
Domestic: Closed English Level: Upper Intermediate Skill Level: All levels Contact Us 
      St. Michaels University School is an independent day and boarding school of 1,000 students from Junior Kindergarten to Grade 12 in Victoria, BC, Canada.
     Main Reception 3400 Richmond Road Victoria, BC, Canada, V8P 4P5 
          © St. Michaels University School
          
            Website Feedback
          
 We are a proud member of:   "
https://www.smus.ca/discover/our-people,"   ""With passion and compassion"",  from the school's Mission, are words we live by as a community, especially in our approach to teaching and caring for young people. Our school is a dynamic community with a deliberate intention to create the best possible growing and learning environment. We have approximately 1,000 students across three schools supported by more than 150 teachers and a number of associate teachers. In addition, we have a professional administrative team, including grounds, maintenance and catering, who are all focused on ensuring students are safe, happy and supported. The school is led by Mark Turner, Head of School and is supported by a Deputy Head of School and Senior Leadership Team. In addition, school prefects elected from among our student body have a variety of leadership roles on our campuses. If you wish to contact SMUS, we recommend using the dedicated contact form. This allows us to direct your inquiry to the most relevant person. If you are inquiring about admission to SMUS, please use the admissions contact form. Learn more about what makes our school a unique and special community of learners, recognized by our teachers, our parents, and most importantly, by our students. Each area of the school's operations is run by a Senior Leadership Team in support of the Head of School and the school's strategic plan. Find specific faculty and staff at SMUS using our online staff directory. 
          Faculty and Staff
         
        Faculty and Staff 
       
        NEWS - September 9, 2024 
       
          Faculty and Staff
         
        Faculty and Staff 
       
        NEWS - August 28, 2024 
       
          Faculty and Staff
         
        Faculty and Staff 
       
        NEWS - July 8, 2024 
       The SMUS Society Board of Governors govern the school in support of the Head of School and the Senior Leadership Team. Our community encompasses both current families as well as those that have passed through the school during more than 115 years of history. The PA is a volunteer organization dedicated to supporting and enhancing SMUS and its community. Learn more about other people and organizations that actively support our community in different ways.  
      Find out about our latest opportunities to join our special community of lifelong learners.
     
      St. Michaels University School is an independent day and boarding school of 1,000 students from Junior Kindergarten to Grade 12 in Victoria, BC, Canada.
     Main Reception 3400 Richmond Road Victoria, BC, Canada, V8P 4P5 
          © St. Michaels University School
          
            Website Feedback
          
 We are a proud member of:   "
https://www.smus.ca/alumni/alumni-association,"   The Alumni Association’s Board of Directors is made up of alumni volunteers who represent alumni interests and seek to conserve the school’s heritage. The Alumni Association is a separate society with its own constitution and works independently of, but in collaboration with the school’s administration, departments, and boards. Learn more about the Alumni Association within the Governance and Community section of our website. Learn More about the Alumni Association 
      St. Michaels University School is an independent day and boarding school of 1,000 students from Junior Kindergarten to Grade 12 in Victoria, BC, Canada.
     Main Reception 3400 Richmond Road Victoria, BC, Canada, V8P 4P5 
          © St. Michaels University School
          
            Website Feedback
          
 We are a proud member of:   "
https://www.smus.ca/news/kindergarten-expeditioners,"   
              By
                  Sarah Lund
                 -
            March 4, 2021
     
      Tags:
     With our Kindergarten Virtual Open House taking place on March 16, Sarah Lund, Admissions Associate at the Junior School, reflects on the ways in which our Kindergarten students use their environment as a learning tool. At SMUS, we truly believe our students to be highly capable learners. Our Kindergarten students demonstrate this daily within the walls of the Junior School, and they also take this ethic into the great outdoors where they show curiosity and a sense of wonder about the local environment and their place in the world. Every Friday morning, the Kindergarten classes venture together on their outdoor learning excursion led by outdoor education specialist Mr. Jamie Pope. The Kindergarten children demonstrate great resilience – venturing out to experience learning in all weather conditions. Most recently they walked all the way to Kitty Islet and previously, Anderson Hill. Each of those two destinations is an almost three-kilometre round trip! We are so fortunate to have a wonderful parent community with moms, dads and grandparents able to join us on our outings. They witness firsthand this natural curiosity and inquisitiveness which are nurtured in this unique and beautiful environment. These weekly adventures encourage students’ curiosity and inquiry in a natural environment and promote active participation building on their many observations and interests. On these walks they are able to experience the accessible beauty offered by our surrounding beaches and parks and better understand the natural world. As researchers of their world, the Kindergarten students embody the spirit of scientists, asking questions, making exploratory observations, using their senses and growing their knowledge. Stewardship, geology, tidal life, Indigenous and First Peoples knowledge, and plants and animals are just a few of the many topics our Kindergarten children wonder about. When reflecting on these excursions, Kindergarten student Devon says, “I learn so many things when I go on beach walks. It’s important to know about nature because that’s where animals live. My teachers help me learn – like making tents.” “I like learning about undersea creatures with Mr. Pope. We made fun creatures with bull kelp!” added Zara. “It's a type of seaweed that is yellow. I took a close look at it with a magnifying glass.“ These engaging visits into nature are brought back to the classroom and used to extend and deepen learning. Inspired by a recent visit to the beach, the students used loose part materials to recreate tidal scene mosaics, which they now proudly display. Each Kindergarten class creates a weekly newsletter to encapsulate the activities and make learning visible. You can find a sample of our Kindergarten Weekly newsletters in the gallery below. These wonderful Kindergarten Weekly letters are a precious memory of the rich and varied activities which encourage the students’ natural curiosity and inquisitiveness in a natural learning environment that encourage active participation. Kindergarten students at SMUS have enhanced and engaging offerings, and Friday expeditions certainly end their week in a very fulfilling way. 
      Tags:
       Sarah Lund is an Admissions Associate at the St. Michaels University School Junior School.

 
          Junior School
         
        Junior School 
       
        NEWS - August 31, 2024 
       
          Junior School
         
        Junior School 
       
        NEWS - August 26, 2024 
       
          Junior School
         
        Junior School 
       
        NEWS - June 13, 2024 
       
      St. Michaels University School is an independent day and boarding school of 1,000 students from Junior Kindergarten to Grade 12 in Victoria, BC, Canada.
     Main Reception 3400 Richmond Road Victoria, BC, Canada, V8P 4P5 
          © St. Michaels University School
          
            Website Feedback
          
 We are a proud member of:   "
